category,survey_value,year,period,doc_name,zip_path
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédulas de las caracteristas de la Vivienda,1997-4/CED-100.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Carateristicas de los miembros del hogar,1997-4/CED-200.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Educación,1997-4/CED-300.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Salud,1997-4/CED-400.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Empleo e Ingresos,1997-4/CED-500.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Gastos del Hogar,1997-4/CED-600-I.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Instituciones Benéficas y Otros gastos.,1997-4/CED-600-II-III.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Transportes y Servicios a la Vivienda,1997-4/CED-600-IV-V.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Otros gastos en salud y gastos de Transferencias,1997-4/CED-600-VIII-IX.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,"Cédula de Esparcimiento, DIversión, cultura y Vestido y Calzado",1997-4/CED-600-VI-VII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Equipamiento del Hogar,1997-4/CED-600-XII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Muebles y enseres y Otros Bienes y Servicios,1997-4/CED-600-X-XI.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Programas Sociales,1997-4/CED-700.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula del Módulo Comunal,1997-4/CED-COMUNAL.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Financiamiento de Programas Sociales,1997-4/CED-FINANCIAMIENTO-DE-PROGRAMA.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Proyectos de Inversión Social,1997-4/CED-INVERSION-SOCIAL.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Código nuevo de enfermedades,1997-4/CodigoEnferm974.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Metodología para la Obtención de Variables Calculadas,1997-4/SUMARIA974.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Manual de la Encuestadora,1997-4/ManualEnc97-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Cédula de Alimentos Consumidos fuera del Hogar,1997-4/CED-500-I.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1997,Trimestre 4,Diccionario de Datos,1997-4/DiccDatos97-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Deflactación Y Trimestralización de Valores Monetarios,1998-4/Deflactacion984.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Imputaciones para la Cedula ENAHO.01,1998-4/Imput984Enaho01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Imputaciones para la cedula ENAHO.01-A,1998-4/Imput984Enaho01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Metodología para la Obtención de la Sumaria,1998-4/SUMARIA984PORGRUPOSDEGASTOS.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Diccionario de Datos,1998-4/DiccionarioDeDatos1998-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Módulo Comunal para Informantes calificados,1998-4/ModuloComunal98-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Caracteristicas de la Vivienda y del Hogar,1998-4/CED-100-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Caracteristicas de los Miembros del Hogar,1998-4/CED-200-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Educación,1998-4/CED-300-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Salud,1998-4/CED-400-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Empleo e Ingresos,1998-4/CED-500-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Gastos del Hogar,1998-4/CED-600-I.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Instituciones Beneficas y Otros Gastos,1998-4/CED-600-II-III.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Transporte y Comunicaciones y Servicios a la Vivienda,1998-4/CED-600-IV-V.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Otros Gastos en Salud y Gastos de Transferencias,1998-4/CED-600-VIII-IX.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,"Esparcimiento, Diversión, Cultura y Calzado y vestido",1998-4/CED-600-VI-VII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Equipamiento del Hogar,1998-4/CED-600-XII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Muebles y Enseres y Otros Bienes y Servicios,1998-4/CED-600-X-XI.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Programas Sociales,1998-4/CED-700.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Otras Transacciones,1998-4/CED-800.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Precios Rurales,1998-4/CED-PreciosRurales.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Ingreso al Productor Agropecuario,1998-4/CEDULAENA-02.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Financiamiento de Programas Sociales,1998-4/FinanciamientoDelPrograma98IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Proyectos de Inversión Social,1998-4/InversionSocial98IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1998,Trimestre 4,Manual de la Encuestadora,1998-4/ManualEnc98-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Código de Enfermedades,1999-4/CodigodeEnfermedades994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,CodigoOtros,1999-4/CodigosOTROS994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Deflactación y Trimestralización de valores Monetarios,1999-4/Deflactacion994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Especificaciones para el cálculo del Ingreso del Productor Agropecuario,1999-4/ImputCalculodelProdAgropecuario994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Imputaciones de la Cédula ENAHO.01,1999-4/Imputacion994Enaho01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Imputaciones de la Cédula ENAHO.01-A,1999-4/Imputacion994Enaho01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Metodología para la obtención de variables calculadas (Sumaria),1999-4/VariablesCalculadas994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Diccionario de datos,1999-4/DiccionarioDeDatos1999-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Cédula de Proyectos de Inversión Social,1999-4/InversionCedula03.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Caracteristicas de los miembros del hogar,1999-4/CED-200.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Educación,1999-4/CED-300.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Salud,1999-4/CED-400.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Empleo e Ingresos,1999-4/CED-500.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Gastos del Hogar,1999-4/CED-600-I.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Instituciones Beneficas y Mantenimiento de la Vivienda,1999-4/CED-600-II-III.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Transporte y Comunicaciones y Servicios a la vivienda,1999-4/CED-600-IV-V.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Otros gastos en Salud y gastos de transferencias.,1999-4/CED-600-VIII-IX.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,"Esparcimiento, diversión, Cultura y vestido y calzado.",1999-4/CED-600-VI-VII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Caracteristicas de la vivienda y del Hogar,1999-4/CED-100.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Equipamiento del Hogar,1999-4/CED-600-XII.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Muebles y Enseres y Otros bienes,1999-4/CED-600-X-XI.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Programas Sociales,1999-4/CED-700.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Otras Transacciones,1999-4/CED-800.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Cedula de  precios  Rurales,1999-4/CED-PreciosRurales.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Cedula del Productor Agropecuario,1999-4/CEDULAENA-02.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Financiamiento de Programas sociales,1999-4/FinanciamientodelPrograma.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Manual de Codificacion Asistida,1999-4/ManualdeCodificacionAsistida994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Manual de Consultoria,1999-4/ManualdeConsultoria994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Estructura ENAHO.01,1999-4/RANGOenaho01994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Estructura ENAHO.01A,1999-4/RANGOenaho01A994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Rangos ENAHO.02,1999-4/RANGOenaho02994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Rangos ENaHO.03,1999-4/RANGOenaho03994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Rangos ENAHO.04,1999-4/RANGOenaho04994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Relaciones  Logicas para la  Entrada de Datos (ENAHO.01),1999-4/RELOGenaho01994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Relaciones  Logicas para la  Entrada de Datos (ENAHO.01A),1999-4/RELOGenaho01-A994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Relaciones  Logicas para la  Entrada de Datos (ENAHO.02),1999-4/RELOGenaho02994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Relaciones  Logicas para la  Entrada de Datos (ENAHO.03),1999-4/RELOGenaho03994.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,1999,Trimestre 4,Manual de la Encuestadora,1999-4/ManualEnc99-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Código de productos del Módulo 601,2000-4/BalanceConsPercYPrecios2000-4_601.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,"Balance, Consumo Percapita y Precios",2000-4/BalanceConsPercyPrecios2000-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Código Otros del Módulo 612,2000-4/CodigosOTROS2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Deflactación y Trimestralización de Valores Monetarios,2000-4/Deflactacion2000-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Especificaciones para el cálculo del Ingreso del Productor Agropecuario,2000-4/ImputCalculodelProdAgropecuario2000-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Imputaciones de la Cédula ENAHO.01,2000-4/Imput2000-4Enaho01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Imputaciones de la Cédula ENAHO.01-A,2000-4/Imput2000-4Enaho01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Metodología para la obtención de variables calculadas (Sumaria),2000-4/Sumaria2000-4porGrupodeGastos.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,"Modulo de Opinión: Seguridad y Violencia, Etnia y Raza",2000-4/CuestionarioModuloOpinion.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Caracteristicas de la Vivienda y del Hogar,2000-4/CED-100-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Caracteristicas de los Miembros del Hogar,2000-4/CED-200-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Educación para 3 años y mas,2000-4/CED-300-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Salud,2000-4/CED-400-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Empleo e Ingresos,2000-4/CED-500-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Gastos del Hogar,2000-4/CED-600-01-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Instituciones Beneficas y Mantenimiento de la Vivienda,2000-4/CED-600-02-03-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Trasporte y Comunicaciones y Servivios a la vivienda,2000-4/CED-600-04-05-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,"Esparcimiento, Diversión, Servicios de Cultura y Vestido y Calzado",2000-4/CED-600-06-07-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,"Otros gastos en Salud, Gastos de Transferencias",2000-4/CED-600-08-09-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,"Muebles y enseres, Otros bienes y servicios",2000-4/CED-600-10-11-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Equipamiento del Hogar,2000-4/CED-600-12-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Programas Sociales,2000-4/CED-700-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Otras Transacciones,2000-4/CED-800-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Modulo Comunal para informantes Calificados,2000-4/CED-900-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Ingreso del Productor Agropecuario,2000-4/CEDULA-ENA-02-2000-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Diccionario de Datos,2000-4/DiccionarioDeDatos-2000-iv.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2000,Trimestre 4,Manual de la Encuestadora,2000-4/ManualEnc2000-4.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Diccionario de Datos,2001-22/Diccionario.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Ficha Técnica,2001-22/Fichatecnica.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Cédula Cap.100 - Módulo Características de la Vivienda,2001-22/CED-100-2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Cédula Cap.200 - Módulo Características de los Miembros del Hogar,2001-22/CED-200-2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Cédula Cap.300 - Módulo Educación,2001-22/CED-300-2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Cédula Cap.400 - Módulo Salud,2001-22/CED-400-2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Nacional,Cédula Cap.500 - Módulo Empleo e Ingresos,2001-22/CED-500-2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Ficha Técnica,2001-4/FICHA.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Diccionario de Datos,2001-4/Diccionario-ENAHO2001-IVTrim.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Carateristicas de la Vivienda y del Hogar,2001-4/CED-100.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Caracteristicas de los Miembros del Hogar,2001-4/CED-200.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Educación,2001-4/CED-300.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Salud,2001-4/CED-400.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Empleo e Ingresos,2001-4/CED-500.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Gastos en Alimentos y Bebidas,2001-4/CED-600-01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Mantenimiento de la Vivienda,2001-4/CED-600-02-03.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Otros Gastos,2001-4/CED-600-04-05-06A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuest. Módulo Bienes y Serv de Cuid Personales; Vestido y Calzado; Otros Gastos en Salud,2001-4/CED-600-06D-07-08.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo Gastos de Transferencias; Muebles y Enseres,2001-4/CED6000910.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario Módulo Otros Bienes y Servicios,2001-4/CED-600-11.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo Equipamiento del Hogar,2001-4/CED-600-12.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo Programas Sociales,2001-4/CED-700.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo Otras Transacciones,2001-4/CED-800.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo Comunal,2001-4/Enaho.03-Cap900.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Cuestionario  Módulo de Opinion Percepción del Hogar,2001-4/Enaho01B.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Ingreso del Productor Agropecuario,2001-4/Enaho02.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Ingreso del Trabajador Independiente,2001-4/Enaho04.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Plan de Trabajo,2001-4/Plandetrabajo.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Imputaciones de Cuestionario ENAHO 01,2001-4/ImputacionesCuest.Enaho.01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Imputaciones de Cuestionario ENAHO 01A,2001-4/ImputacionesCuest.Enaho.01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Deflactación,2001-4/Deflactación.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Metodoloía para la Obtención de vaibles Calculadas,2001-4/Sumaria2001-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2001,Trimestre 4,Manual de la Encuestadora,2001-4/ManualEncuestadora.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Ficha Técnica,2002-4/FICHATECNICA.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Diccionario de Datos,2002-4/DICCIONARIODEDATOS.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Imputaciones para el Cuestionario ENAHO.01,2002-4/IMPUTACIONES-ENAHO-01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Imputaciones para Cuestionario ENAHO.01A,2002-4/IMPUTACIONES-ENAHO-01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Imputaciones para el Módulo - Trabajador Independiente,2002-4/IMPUTACIONES-INGRESO-TRABAJADOR-INDEPENDIENTE.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Imputaciones para el Módulo - Productor Agropecuario,2002-4/IMPUTACIONES-PRODUCTOR-AGROPECUARIO.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Variables Calculadas - Sumarias,2002-4/VARIABLES-CALCULADAS-SUMARIA.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Deflactación,2002-4/DEFLACTACION.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Relaciones Lógicas para el Cuertionario ENAHO.01,2002-4/RELACIONESLOGICAS-ENAHO-01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Relaciones Lógicas para el Cuertionario ENAHO.01A,2002-4/RELACIONESLOGICAS-ENAHO-01-A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Relaciones Lógicas para el Cuertionario ENAHO.01B,2002-4/RELACIONESLOGICAS-ENAHO-01-B.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Relaciones Lógicas para el Cuertionario ENAHO.02,2002-4/RELACIONESLOGICAS-ENAHO-02.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Relaciones Lógicas para el Cuertionario ENAHO.04,2002-4/RELACIONESLOGICAS-ENAHO-04.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.01,2002-4/CUESTIONARIO-ENAHO-01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.01A,2002-4/CUESTIONARIO-ENAHO-01A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.01B,2002-4/CUESTIONARIO-ENAHO-01B.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.02,2002-4/CUESTIONARIO-ENAHO-02.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.03,2002-4/CUESTIONARIO-ENAHO-03.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Cuestionario ENAHO.04,2002-4/CUESTIONARIO-ENAHO-04.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,La Pobreza en el Perú,2002-4/DOCUMENTOS-DE-POBREZA.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Plan de Trabajo,2002-4/Enaho2002-IV-Plan-de-trabajo.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2002,Trimestre 4,Manual del Encuestador,2002-4/Manual-del-Encuestador-Enaho-2002-IV.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Ficha Técnica,2003-23/FichaTecnica.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Diccionario de Datos,2003-23/DiccionarioDatos.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Imputaciones para el Cuestionario ENAHO.01,2003-23/IMPUTACIONES-ENAHO01.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Imputaciones para Cuestionario ENAHO.01A,2003-23/IMPUTACIONES-ENAHO01A.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Imputaciones para el Módulo - Trabajador Independiente,2003-23/Imput-Calculo-Ingreso-Trab-Independiente.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Imputaciones para el Módulo - Productor Agropecuario,2003-23/Imput-Calculo-Ingreso-Prod-Agropecuario.zip
ENAHO Anterior,Condiciones de Vida y Pobreza - ENAHO,2003,Mayo-Diciembre 2003,Variables Calculadas - Sumarias,2003-23/Sumaria.zip
